iter	MultiClass
550	0.6386794653
551	0.6381029695
552	0.6370775562
553	0.6357904722
554	0.6346393281
555	0.6334656516
556	0.6323899763
557	0.6315416718
558	0.6307889909
559	0.6301563706
560	0.629042948
561	0.6281746304
562	0.6275331679
563	0.6263168236
564	0.625973235
565	0.6253602011
566	0.6240895594
567	0.6234148649
568	0.6231104523
569	0.6227453348
570	0.6221967763
571	0.6215908453
572	0.6205644379
573	0.6193247235
574	0.6187019288
575	0.6179095721
576	0.6171265705
577	0.6161739472
578	0.6154507795
579	0.6149188834
580	0.6140902457
581	0.6135084644
582	0.6128997144
583	0.6123996343
584	0.6115455769
585	0.6109818998
586	0.6103610278
587	0.6098793761
588	0.6092491864
589	0.6086255727
590	0.6079756064
591	0.6075818694
592	0.6062903517
593	0.6057124792
594	0.6049644983
595	0.6042155569
596	0.6031737831
597	0.6024852261
598	0.601927081
599	0.6014252833
600	0.6009170607
601	0.6002257244
602	0.5996282761
603	0.5987143604
604	0.5980676033
605	0.5972999649
606	0.5969017999
607	0.59609173
608	0.5953211482
609	0.5948825973
610	0.5944715904
611	0.5938804568
612	0.5929790489
613	0.5921183299
614	0.5913261058
615	0.5910222072
616	0.5901886365
617	0.5898002346
618	0.58871998
619	0.5880969903
620	0.5872921543
621	0.5861936095
622	0.5858823305
623	0.585404777
624	0.5848995233
625	0.5843402074
626	0.5837905015
627	0.583307732
628	0.5827506852
629	0.5823219663
630	0.5813151739
631	0.5806233489
632	0.5798510943
633	0.5794929356
634	0.5787835883
635	0.5783951926
636	0.5780533774
637	0.5771777476
638	0.5763611155
639	0.5760350696
640	0.5754339043
641	0.5749233071
642	0.5744202426
643	0.5734907497
644	0.572467488
645	0.5719400004
646	0.5713391758
647	0.5701268795
648	0.5692661144
649	0.5686693851
650	0.5675822336
651	0.566928387
652	0.5662050772
653	0.5654175208
654	0.5645132267
655	0.5640725263
656	0.5635747868
657	0.5629042149
658	0.5620955528
659	0.5615803752
660	0.5610554465
661	0.56055399
662	0.5603515576
663	0.5597522397
664	0.5593165288
665	0.5588262634
666	0.5582752897
667	0.5576242052
668	0.5572072805
669	0.5565518571
670	0.5562053511
671	0.5558214778
672	0.5551116557
673	0.5543462855
674	0.5538798181
675	0.552721551
676	0.5520033956
677	0.5516358523
678	0.5509848413
679	0.5506908301
680	0.5501875306
681	0.5495844171
682	0.5486827382
683	0.5481671105
684	0.5477673346
685	0.5470040524
686	0.5462491742
687	0.5460199952
688	0.5454512118
689	0.5449425585
690	0.5441199376
691	0.5435294998
692	0.5429669468
693	0.5423789551
694	0.5419412276
695	0.5415123582
696	0.5411745893
697	0.5407418784
698	0.5403417135
699	0.5398045003
700	0.5394049682
701	0.5388007888
702	0.5383661772
703	0.5373612061
704	0.5365947047
705	0.5360147824
706	0.5357808324
707	0.5353233344
708	0.5346896987
709	0.5343980712
710	0.5341472667
711	0.5335972571
712	0.5328713953
713	0.5323585006
714	0.5316993056
715	0.5313908946
716	0.530835944
717	0.5298924351
718	0.5290356151
719	0.5285600014
720	0.5280812415
721	0.5275774256
722	0.5272792271
723	0.5268211702
724	0.5262175041
725	0.5258773616
726	0.5254238368
727	0.5244635198
728	0.5239560384
729	0.5235773828
730	0.5231359995
731	0.522712091
732	0.5222344404
733	0.5218876069
734	0.5215255584
735	0.5210906661
736	0.5207591877
737	0.5203690867
738	0.51974489
739	0.5193958237
740	0.518789628
741	0.5178743149
742	0.5173447552
743	0.5166051395
744	0.5161446477
745	0.5157795563
746	0.5153215939
747	0.5150557136
748	0.5148223174
749	0.5144026616
750	0.5139708336
751	0.5134614212
752	0.5128534645
753	0.5122272845
754	0.5118112524
755	0.5112804527
756	0.5108115469
757	0.5099752322
758	0.5098116752
759	0.5093041032
760	0.508662512
761	0.5081930885
762	0.5078716161
763	0.5073051413
764	0.5070396165
765	0.5066864563
766	0.506376968
767	0.5059822254
768	0.5056224826
769	0.5049023496
770	0.5044768678
771	0.504001439
772	0.5035903802
773	0.5033910223
774	0.5029038306
775	0.502324225
776	0.5019925351
777	0.5015536281
778	0.5009431066
779	0.5004522182
780	0.4998173289
781	0.4995078341
782	0.4988719405
783	0.498484814
784	0.4976943146
785	0.4972452913
786	0.4968551391
787	0.4965490505
788	0.4961484525
789	0.4957563367
790	0.495251165
791	0.4948897418
792	0.4945372464
793	0.4941841093
794	0.4937977683
795	0.4929665904
796	0.4924081462
797	0.4921930906
798	0.4918379433
799	0.4914807122
800	0.4910145402
801	0.4906350532
802	0.4901953505
803	0.4899496809
804	0.4895611659
805	0.4890846388
806	0.4886195786
807	0.487998298
808	0.4874854316
809	0.4869736176
810	0.4866459694
811	0.4861426886
812	0.4856166275
813	0.4853158913
814	0.485105452
815	0.4847764072
816	0.4844174635
817	0.483811626
818	0.4833823477
819	0.4832321347
820	0.4827111689
821	0.4821945689
822	0.4819751142
823	0.4812899811
824	0.4807816363
825	0.4802350951
826	0.4798944834
827	0.4792407307
828	0.4786834844
829	0.478216838
830	0.4780073913
831	0.4775234995
832	0.4773087296
833	0.4770688769
834	0.4765050381
835	0.4761698719
836	0.4755999645
837	0.4752337785
838	0.4747180447
839	0.4745297841
840	0.474173834
841	0.4737368891
842	0.4735533956
843	0.4732762118
844	0.4725580237
845	0.4723104071
846	0.4717940817
847	0.4715929548
848	0.4708847178
849	0.4702115004
850	0.4699107385
851	0.4693692656
852	0.4688958362
853	0.4683579902
854	0.4677609538
855	0.4675664718
856	0.4672729106
857	0.4667461515
858	0.4662946339
859	0.466089044
860	0.4658345172
861	0.4654514182
862	0.464939297
863	0.4647493974
864	0.4643101219
865	0.463769018
866	0.4634404262
867	0.4631182682
868	0.4626900461
869	0.462411771
870	0.462092047
871	0.4618418481
872	0.4613059687
873	0.4609437209
874	0.4607604827
875	0.4602808946
876	0.4598694678
877	0.4593647434
878	0.4590059711
879	0.4587605882
880	0.4583497055
881	0.4578922696
882	0.4575378094
883	0.4572207865
884	0.4566061464
885	0.4562998996
886	0.4560756489
887	0.4557946133
888	0.455485722
889	0.4548606968
890	0.4546348449
891	0.4540936938
892	0.4534949156
893	0.4532851112
894	0.4525324284
895	0.4521048641
896	0.4515678282
897	0.4510301141
898	0.450535847
899	0.450020459
900	0.4494078868
901	0.4492509401
902	0.4487453726
903	0.4483833847
904	0.4481222333
905	0.4476698481
906	0.4470631108
907	0.4468812308
908	0.4466213462
909	0.4462412159
910	0.44564061
911	0.44535695
912	0.4450605875
913	0.4445940683
914	0.4444077702
915	0.4441368055
916	0.4439291819
917	0.4434936376
918	0.4430307077
919	0.4426389297
920	0.4419957742
921	0.4417452506
922	0.4411923999
923	0.4406539986
924	0.4403788699
925	0.4401116303
926	0.4399395753
927	0.4394804269
928	0.438877736
929	0.438456571
930	0.438250539
931	0.4376333414
932	0.4374010076
933	0.4368975117
934	0.4365868887
935	0.4363031554
936	0.4359926643
937	0.4356492198
938	0.4352341647
939	0.434969768
940	0.4346549574
941	0.4344164915
942	0.4340851095
943	0.4336095233
944	0.4334265823
945	0.4331722166
946	0.4327351052
947	0.4325994453
948	0.4322704612
949	0.4318811549
950	0.4317031551
951	0.4313086032
952	0.4309759113
953	0.4303872078
954	0.4298976385
955	0.4296265012
956	0.4292119899
957	0.4288206757
958	0.4285587674
959	0.4282389518
960	0.4278564621
961	0.4275164109
962	0.4273122631
963	0.4271325109
964	0.4269346329
965	0.4264173042
966	0.4262381895
967	0.4259444537
968	0.4255827233
969	0.4254276006
970	0.4249841287
971	0.424791667
972	0.4245108114
973	0.4241082651
974	0.4236423422
975	0.4233414024
976	0.4230247463
977	0.4228043167
978	0.4224945187
979	0.4222334908
980	0.4219836404
981	0.4217831166
982	0.4215870724
983	0.4209991229
984	0.4208002319
985	0.4206209206
986	0.420410402
987	0.4201619543
988	0.4198744439
989	0.4195409187
990	0.4191162405
991	0.4189340837
992	0.4186381924
993	0.4183276553
994	0.41784327
995	0.417661221
996	0.4174539066
997	0.4170551682
998	0.4167968896
999	0.4165217039
